label,borough,station_id,modern_station_name,match_score
Knickerbocker Ave.,Brooklyn,M09,KNICKERBOCKER AVENUE,1.1000
Knickerbocker Avenue,Brooklyn,M09,KNICKERBOCKER AVENUE,1.1000
Kosciusko St.,Brooklyn,J31,KOSCIUSZKO STREET,1.0697
Kosciusko Street,Brooklyn,J31,KOSCIUSZKO STREET,1.0697
Lafayette Ave.,Brooklyn,A43,LAFAYETTE AVENUE,1.1000
Lafayette Ave./Flin El (Closed 5/31/40),Brooklyn,-1,CLOSED,1.0000
Lafayette Ave./Ftn El (Closed 5/31/40),Brooklyn,-1,CLOSED,1.0000
Lafayette Avenue,Brooklyn,A43,LAFAYETTE AVENUE,1.1000
"Lafayette Avenue (from April 9, 1936)",Brooklyn,A43,LAFAYETTE AVENUE,1.1000
Lasex Street,Manhattan,M18,ESSEX STREET,0.9333
Lawrence Avenue Conn,Brooklyn,235,ATLANTIC AVENUE,0.7286
Lawrence St.,Brooklyn,231,CLARK STREET,0.8407
Lawrence Street,Manhattan,F15,DELANCEY STREET,0.9000
Lefferts Avenue,Brooklyn,A52,LIBERTY AVENUE,0.8586
Lefferts Avenue (119th Street),Brooklyn,A52,LIBERTY AVENUE,0.8586
Lefferts Blvd,Queens,A65,LEFFERTS BOULEVARD-OZONE PARK,0.8660
Lexington Av./63 St. (Opened 10/29/89),Manhattan,B08,LEXINGTON AVENUE-63ST,0.9444
Lexington Avenue,Manhattan,B08,LEXINGTON AVENUE-63ST,1.0143
Lexington-3 Aves./51 St.,Manhattan,F11,LEXINGTON AVENUE-53ST,0.8500
Liberty Ave.,Brooklyn,A52,LIBERTY AVENUE,1.1000
Liberty Ave. (Opened 11/28/48),Brooklyn,A52,LIBERTY AVENUE,1.1000
Lincoln Avenue,Queens,713,52ND STREET-LINCOLN AV,0.8368
Linwood Street,Brooklyn,R32,UNION STREET,0.7923
Livonia Ave.,Brooklyn,L26,LIVONIA AVENUE,1.1000
Livonia Avenue,Brooklyn,L26,LIVONIA AVENUE,1.1000
Longwood Ave.,Bronx,614,LONGWOOD AVENUE,1.1000
Longwood Avenue,Bronx,614,LONGWOOD AVENUE,1.1000
Lorimer St.,Brooklyn,M13,LORIMER STREET,1.1000
Lorimer Street,Brooklyn,M13,LORIMER STREET,1.1000
Lorimer Street (from 6/30/24),Brooklyn,M13,LORIMER STREET,1.1000
Lowery Street,Queens,L19,HALSEY STREET,0.8692
Lowery Street (from 4/8/23),Queens,L19,HALSEY STREET,0.8692
Main Line,Brooklyn,L14,MORGAN AVENUE,0.6455
Main St.,Queens,701,FLUSHING-MAIN STREET,0.8097
"Main St., Flushing",Queens,705,111TH STREET-FLUSHING,0.9205
Main St.-Flushing (from 1/21/28),Queens,705,111TH STREET-FLUSHING,0.9205
Main Street - Flushing (from 1/21/28),Queens,705,111TH STREET-FLUSHING,0.9205
"Main Street, Flushing",Queens,705,111TH STREET-FLUSHING,0.9205
Manhattan Avenue,Manhattan,135,CANAL STREET-7AV,0.7486
Marcy Ave.,Brooklyn,M16,MARCY AVENUE,1.1000
Marcy Avenue,Brooklyn,M16,MARCY AVENUE,1.1000
McDonald Avenue,Brooklyn,M10,CENTRAL AVENUE,0.8586
Metropolitan Ave.,Brooklyn,G29,METROPOLITAN AVENUE-GRAND ST,0.8451
Metropolitan Ave. (Closed 4/15/85),Queens,-1,CLOSED,1.0000
Metropolitan Ave./Lorimer St.,Brooklyn,G29,METROPOLITAN AVENUE-GRAND ST,0.9485
Metropolitan Avenue,Brooklyn,G29,METROPOLITAN AVENUE-GRAND ST,0.8451
"Metropolitan Avenue (from July 1, 1937)",Brooklyn,G29,METROPOLITAN AVENUE-GRAND ST,0.8451
Middletown Rd.,Bronx,603,MIDDLETOWN ROAD,1.1000
Middletown Rd. (from 12/13/80),Bronx,603,MIDDLETOWN ROAD,1.1000
Middletown Road,Bronx,603,MIDDLETOWN ROAD,1.1000
Montauk Avenue,Brooklyn,L13,MONTROSE AVENUE,0.8586
Montrose Ave.,Brooklyn,L13,MONTROSE AVENUE,1.1000
Montrose Ave. (from 7/14/25),Brooklyn,L13,MONTROSE AVENUE,1.1000
Montrose Avenue,Brooklyn,L13,MONTROSE AVENUE,1.1000
Morgan Ave.,Brooklyn,L14,MORGAN AVENUE,1.1000
Morgan Avenue,Brooklyn,L14,MORGAN AVENUE,1.1000
Morris Park,Bronx,505,MORRIS PARK,1.1000
Morrison/Soundview Aves.,Bronx,610,SOUNDVIEW AVENUE,0.8619
Mosholu Parkway,Bronx,402,MOSHOLU PARKWAY,1.1000
Mosholu Pkwy.,Bronx,402,MOSHOLU PARKWAY,1.1000
Mott Avenue,Bronx,D07,TREMONT AVENUE,0.9000
Mt. Eden Ave.,Bronx,411,MT. EDEN AVENUE,1.1000
Mt. Eden Avenue,Bronx,411,MT. EDEN AVENUE,1.1000
Mushroom Avenue,Brooklyn,J21,NORWOOD AVENUE,0.7897
Myrtle Ave./Broadway,Brooklyn,M11,MYRTLE AVENUE-BROADWAY,1.1000
Myrtle Ave./Fulton El (Closed 5/31/40),Brooklyn,-1,CLOSED,1.0000
Myrtle Avenue,Brooklyn,M11,MYRTLE AVENUE-BROADWAY,0.8429
Myrtle Avenue (Gold Street),Brooklyn,M11,MYRTLE AVENUE-BROADWAY,0.8429
Myrtle Avenue (from 7/14/25),Brooklyn,M11,MYRTLE AVENUE-BROADWAY,0.8429
Myrtle and Grand Avenues,Manhattan,138,CORTLANDT STREET-7AV,0.7122
"Myrtle-Willoughby Avenues (from July 1, 1937)",Brooklyn,G32,MYRTLE-WILLOUGHBY AVENUES,1.1000
Myrtle/Flatbush Aves. (Closed 7/15/56),Brooklyn,-1,CLOSED,1.0000
Myrtle/Willoughby Aves.,Brooklyn,G32,MYRTLE-WILLOUGHBY AVENUES,1.1000
Myrtle/Wyckoff Aves.,Brooklyn,L17,MYRTLE-WYCKOFF AVENUES,1.1000
"N.Y. Rapid Transit Corp's Tickets, Cr.",Queens,714,46TH STREET-BLISS ST,0.4636
NET ISLAND TERMINALS - Stillwell Avenue (West End),Brooklyn,256,VAN SICLEN AVENUE,0.6185
Nassau Ave.,Brooklyn,G28,NASSAU AVENUE,1.1000
"Nassau Avenue (from August 19, 1933)",Brooklyn,G28,NASSAU AVENUE,1.1000
Navy St./Myrtle El (Closed 10/3/69),Brooklyn,-1,CLOSED,1.0000
Navy Street,Manhattan,R23,CANAL STREET (TUNNEL),0.8826
Neck Rd.,Brooklyn,D38,NECK ROAD,1.1000
Neck Road,Brooklyn,D38,NECK ROAD,1.1000
Neptune Ave./Van Sicklen,Brooklyn,F39,NEPTUNE AVENUE,0.8000
Nevins St.,Brooklyn,234,NEVINS STREET,1.1000
Nevins Street,Brooklyn,234,NEVINS STREET,1.1000
Nevins Street (from 8/1/20),Manhattan,234,NEVINS STREET,1.0000
New Lots Ave.,Brooklyn,257,NEW LOTS AVENUE,1.1000
New Lots Avenue,Brooklyn,257,NEW LOTS AVENUE,1.1000
New Lots Road,Brooklyn,257,NEW LOTS AVENUE,0.8143
New Utrecht Ave. (also 16th Ave.),Brooklyn,N04,NEW UTRECHT AVENUE,1.1000
New Utrecht Ave./62 St.,Brooklyn,N04,NEW UTRECHT AVENUE,0.8826
New York University,Bronx,212,BRONX PARK EAST,0.5706
New York University—Burnside Ave.,Bronx,409,BURNSIDE AVENUE,0.7000
Newark Avenue (160th St.),Queens,246,NEWKIRK AVENUE,0.8889
Newkirk Ave.,Brooklyn,246,NEWKIRK AVENUE,1.1000
Newkirk Ave. (from 8/25/80),Brooklyn,246,NEWKIRK AVENUE,1.1000
Newkirk Avenue,Brooklyn,246,NEWKIRK AVENUE,1.1000
Northern Blvd.,Queens,G16,NORTHERN BOULEVARD,1.1000
Norton's Point,Brooklyn,702,WILLETS POINT,0.6154
Norwood Ave.,Brooklyn,J21,NORWOOD AVENUE,1.1000
Norwood Avenue,Brooklyn,J21,NORWOOD AVENUE,1.1000
Nostrand Ave.,Brooklyn,248,NOSTRAND AVENUE,1.1000
Nostrand Ave. (from 8/23/80),Brooklyn,248,NOSTRAND AVENUE,1.1000
Nostrand Avenue,Brooklyn,248,NOSTRAND AVENUE,1.1000
Nostrand Avenue,Manhattan,248,NOSTRAND AVENUE,1.0000
"Nostrand Avenue (from April 9, 1936)",Brooklyn,248,NOSTRAND AVENUE,1.1000
Ocean Parkway,Brooklyn,D41,OCEAN PARKWAY,1.1000
Ocean Pkwy.,Brooklyn,D41,OCEAN PARKWAY,1.1000
"Overlook Terrace (from Sept. 10, 1932)",Manhattan,228,PARK PLACE,0.5615
Oxford Avenue,Brooklyn,L08,BEDFORD AVENUE,0.9148
Oxford Avenue (104th Street),Brooklyn,L08,BEDFORD AVENUE,0.9148
Pacific Street,Brooklyn,R33,9TH STREET,0.7364
Park Avenue,Brooklyn,D27,PARKSIDE AVENUE,0.9462
Park Place,Bronx,228,PARK PLACE,1.0000
Park Place,Brooklyn,S03,PARK PLACE,1.1000
Park Place (to 12/4/38),Manhattan,228,PARK PLACE,1.1000
Park Row,Brooklyn,S03,PARK PLACE,0.6556
Park Row,Queens,228,PARK PLACE,0.5556
Park Row/Bklyn Bridge (Closed 3/5/44),Manhattan,-1,CLOSED,1.0000
Park Row/Bklyn Bridge (Closed 3/6/44),Manhattan,-1,CLOSED,1.0000
Parkside Ave.,Brooklyn,D27,PARKSIDE AVENUE,1.1000
Parkside Avenue,Brooklyn,D27,PARKSIDE AVENUE,1.1000
Parsons Blvd.,Queens,F03,PARSONS BOULEVARD,1.1000
"Parsons Boulevard (from April 24, 1937)",Manhattan,F03,PARSONS BOULEVARD,1.0000
Pelham Bay Park,Bronx,601,PELHAM BAY PARK,1.1000
Pelham Bay Pk. (from 12/13/80),Bronx,601,PELHAM BAY PARK,1.1000
Pelham Parkway,Bronx,504,PELHAM PARKWAY,1.1000
Pelham Pkwy.,Bronx,504,PELHAM PARKWAY,1.1000
Pennsylvania Ave.,Brooklyn,255,PENNSYLVANIA AVENUE,1.1000
Pennsylvania Ave. (from 12/23/80),Brooklyn,255,PENNSYLVANIA AVENUE,1.1000
Pennsylvania Avenue,Brooklyn,255,PENNSYLVANIA AVENUE,1.1000
Pennsylvania Station,Bronx,255,PENNSYLVANIA AVENUE,0.7692
President St.,Brooklyn,241,PRESIDENT STREET,1.1000
President St. (from 8/25/80),Brooklyn,241,PRESIDENT STREET,1.1000
President Street,Brooklyn,241,PRESIDENT STREET,1.1000
Prince St.,Manhattan,R22,PRINCE STREET,1.1000
Prince Street,Manhattan,R22,PRINCE STREET,1.1000
Prospect Ave.,Bronx,219,PROSPECT AVENUE,1.1000
Prospect Ave.,Brooklyn,R34,PROSPECT AVENUE,1.1000
Prospect Avenue,Bronx,219,PROSPECT AVENUE,1.1000
Prospect Avenue,Brooklyn,R34,PROSPECT AVENUE,1.1000
Prospect Park,Brooklyn,D26,PROSPECT PARK,1.1000
Prospect Pk. Plaza (from 10/3/20),Brooklyn,D26,PROSPECT PARK,0.9125
Queens Blvd. (Closed 4/15/85),Queens,-1,CLOSED,1.0000
Queens Boulevard,Queens,F04,SUTPHIN BOULEVARD,0.8273
Queens Plaza,Queens,G21,QUEENS PLAZA,1.1000
"Queens Plaza (from August 19, 1933)",Manhattan,G21,QUEENS PLAZA,1.0000
Queensboro Plaza,Queens,718,QUEENSBORO PLAZA,1.1000
Ralph Ave.,Brooklyn,A49,RALPH AVENUE,1.1000
Ralph Avenue,Brooklyn,A49,RALPH AVENUE,1.1000
"Ralph Avenue (from April 9, 1936)",Brooklyn,A49,RALPH AVENUE,1.1000
Rawson Street,Queens,716,33RD STREET-RAWSON ST,0.8222
Rector St./6 Av. El (Closed 6/11/40),Manhattan,-1,CLOSED,1.0000
Rector St./Greenwich St.,Manhattan,139,RECTOR STREET-7AV,0.7538
Rector St./Trinity Pl.,Manhattan,139,RECTOR STREET-7AV,0.7531
Rector Street,Bronx,R26,RECTOR STREET,1.0000
Rector Street,Manhattan,R26,RECTOR STREET,1.1000
Reid Ave.,Brooklyn,A55,EUCLID AVENUE,0.9333
Reid Avenue,Brooklyn,A55,EUCLID AVENUE,0.9333
Reid Avenue,Manhattan,F14,2ND AVENUE,0.8368
Reid Avenue (Utica Ave.),Brooklyn,A55,EUCLID AVENUE,0.9333
Rivington St./2 Av. El (Closed 6/13/42),Manhattan,-1,CLOSED,1.0000
Rivington Street,Queens,R32,UNION STREET,0.7143
Rockaway Ave.,Brooklyn,253,ROCKAWAY AVENUE,1.1000
Rockaway Ave. (from 11/22/80),Brooklyn,253,ROCKAWAY AVENUE,1.1000
Rockaway Avenue,Brooklyn,253,ROCKAWAY AVENUE,1.1000
"Rockaway Avenue (from April 9, 1936)",Brooklyn,253,ROCKAWAY AVENUE,1.1000
Rockaway Blvd.,Brooklyn,A61,ROCKAWAY BOULEVARD,1.0000
Rockaway Blvd. (96th Street),Brooklyn,A61,ROCKAWAY BOULEVARD,1.0000
Rockaway Boulevard,Brooklyn,A61,ROCKAWAY BOULEVARD,1.0000
Rockaway Park/Beach 116 St.,Queens,H09,BEACH 36TH STREET,0.7222
Rockaway Parkway,Brooklyn,L29,ROCKAWAY PARKWAY-CANARSIE,0.8805
Rockaway Pkwy.,Brooklyn,L29,ROCKAWAY PARKWAY-CANARSIE,0.8805
"Roosevelt Avenue (from August 19, 1933)",Manhattan,B06,ROOSEVELT ISLAND,0.8500
Roosevelt Island (Opened 10/29/89),Queens,B06,ROOSEVELT ISLAND,1.0000
S't./Broadway,Manhattan,126,50TH STREET-BWAY,1.0091
Sands St./Bklyn Bridge (Closed 3/5/44),Brooklyn,-1,CLOSED,1.0000
Sands Street,Brooklyn,L12,GRAND STREET,0.9333
Saratoga Ave.,Brooklyn,252,SARATOGA AVENUE,1.1000
Saratoga Ave. (from 11/22/80),Brooklyn,252,SARATOGA AVENUE,1.1000
Saratoga Avenue,Brooklyn,252,SARATOGA AVENUE,1.1000
"Second Avenue (from January 1, 1936)",Manhattan,A55,EUCLID AVENUE,0.7692
Sedgwick Ave.,Bronx,612,WHITLOCK AVENUE,0.8333
Sedgwick Avenue,Manhattan,246,NEWKIRK AVENUE,0.7586
Seneca Ave.,Brooklyn,M06,SENECA AVENUE,1.0000
Seneca Avenue,Brooklyn,M06,SENECA AVENUE,1.0000
Seventh Avenue,Manhattan,132,14TH STREET-7AV,0.7875
"Seventh Avenue (from October 7, 1933)",Brooklyn,M10,CENTRAL AVENUE,0.8143
Sheepshead Bay,Brooklyn,D39,SHEEPSHEAD BAY,1.1000
Shephard Ave. (Opened 11/28/48),Brooklyn,A54,SHEPHERD AVENUE,1.0333
Shepherd Ave. (Opened 11/28/48),Brooklyn,A54,SHEPHERD AVENUE,1.1000
Simpson St.,Bronx,217,SIMPSON STREET,1.1000
Simpson Street,Bronx,217,SIMPSON STREET,1.1000
"Smith-9th Streets (from October 7, 1933)",Brooklyn,F22,SMITH-9TH STREETS,1.1000
Smith/9 Sts.,Brooklyn,F22,SMITH-9TH STREETS,1.1000
Sound View Ave. (from 6/30/20),Bronx,610,SOUNDVIEW AVENUE,1.0697
Sound View Avenue,Bronx,610,SOUNDVIEW AVENUE,1.0697
Spring St./6 Ave.,Manhattan,A33,SPRING STREET-8AV,0.9205
Spring St./Lafayette St.,Manhattan,D21,BROADWAY-LAFAYETTE STREET,0.7545
Spring Street,Brooklyn,242,STERLING STREET,0.9571
"Spring Street (from Sept. 10, 1932)",Manhattan,A33,SPRING STREET-8AV,0.9667
Spruce Street (121st St.),Brooklyn,R22,PRINCE STREET,0.8462
St. Lawrence Ave.,Bronx,609,ST. LAWRENCE AVENUE,1.1000
St. Lawrence Ave. (from 6/30/20),Bronx,609,ST. LAWRENCE AVENUE,1.1000
St. Lawrence Avenue,Bronx,609,ST. LAWRENCE AVENUE,1.1000
St. Marks Ave.,Brooklyn,F29,DITMAS AVENUE,0.7875
St. Marks Avenue,Brooklyn,F29,DITMAS AVENUE,0.7875
Steinway St.,Queens,G19,STEINWAY STREET,1.1000
Sterling St.,Brooklyn,242,STERLING STREET,1.1000
Sterling Street,Brooklyn,242,STERLING STREET,1.1000
Sterling Street (from 8/25/80),Brooklyn,242,STERLING STREET,1.1000
Stillwell Ave. (including Norton's Point),Brooklyn,D43,STILLWELL AVENUE-CONEY ISLAND,0.8111
Sumner Ave.,Brooklyn,251,SUTTER AVENUE,0.9462
Sumner Avenue,Brooklyn,251,SUTTER AVENUE,0.9462
Sutphin Blvd.,Queens,F04,SUTPHIN BOULEVARD,1.1000
Sutphin Blvd. (L.I.R.R. depot),Queens,F04,SUTPHIN BOULEVARD,1.1000
Sutphin Blvd.-LIRR (Closed 9/11/77),Queens,-1,CLOSED,1.0000
Sutphin Road (L.I.R.R. Depot),Queens,F04,SUTPHIN BOULEVARD,0.7897
Sutter Ave.,Brooklyn,251,SUTTER AVENUE,1.1000
Sutter Avenue,Brooklyn,251,SUTTER AVENUE,1.1000
Sutter Avenue (from 11/22/80),Brooklyn,251,SUTTER AVENUE,1.1000
Third Avenue,Bronx,602,BUHRE AVENUE,0.8500
Times Square,Manhattan,R16,TIMES SQUARE-42ST,0.9889
Times Square/42 St./8 Ave.,Manhattan,137,CHAMBERS STREET-7AV,0.7545
Tompkins Ave.,Brooklyn,249,KINGSTON AVENUE,0.8333
Tompkins Avenue,Brooklyn,249,KINGSTON AVENUE,0.8333
Tremont Ave.,Bronx,D07,TREMONT AVENUE,1.1000
"Tremont Avenue (from July 1, 1933)",Bronx,D07,TREMONT AVENUE,1.1000
Troy Avenue,Brooklyn,M16,MARCY AVENUE,0.8826
Troy Avenue (Sumner Ave.),Brooklyn,M16,MARCY AVENUE,0.8826
Union Square,Manhattan,R20,14TH STREET-UNION SQUARE,0.8059
Union St.,Brooklyn,R32,UNION STREET,1.1000
Union Street,Brooklyn,R32,UNION STREET,1.1000
Union Turnpike,Queens,F06,UNION TURNPIKE-KEW GARDENS,0.8000
"Union Turnpike (from December 31, 1936)",Manhattan,F06,UNION TURNPIKE-KEW GARDENS,0.7000
Utica Ave.,Brooklyn,250,UTICA AVENUE,1.1000
Utica Ave. (from 8/23/80),Brooklyn,250,UTICA AVENUE,1.1000
Utica Avenue,Brooklyn,250,UTICA AVENUE,1.1000
"Utica Avenue (from April 9, 1936)",Brooklyn,250,UTICA AVENUE,1.1000
"Van Alst Avenue-21st Street (from August 19, 1933)",Brooklyn,L28,EAST 105TH STREET,0.7000
Van Sicklen Ave.,Brooklyn,256,VAN SICLEN AVENUE,1.0714
Van Sicklen Avenue,Brooklyn,256,VAN SICLEN AVENUE,1.0714
Van Sicklen Avenue (from 8/1/20),Brooklyn,256,VAN SICLEN AVENUE,1.0714
Van Siclen Ave.,Brooklyn,256,VAN SICLEN AVENUE,1.1000
Van Siclen Ave. (Opened 11/28/48),Brooklyn,256,VAN SICLEN AVENUE,1.1000
Van Siclen Avenue,Brooklyn,256,VAN SICLEN AVENUE,1.1000
Van Wyck Blvd.,Queens,F05,VAN WYCK BOULEVARD-BRIARWOOD,0.8826
"Van Wyck Boulevard (from April 24, 1937)",Manhattan,F05,VAN WYCK BOULEVARD-BRIARWOOD,0.7826
Vanderbilt Ave.,Brooklyn,A57,GRANT AVENUE,0.7897
Vanderbilt Avenue,Brooklyn,A57,GRANT AVENUE,0.7897
Vanderbilt Avenue,Manhattan,611,ELDER AVENUE,0.6897
Vernon/Jackson Aves.,Queens,721,VERNON BOULEVARD-JACKSON AV,0.8925
W. 4 St.,Manhattan,R15,49TH STREET,0.9421
W. 8 St.,Brooklyn,N10,86TH STREET,0.9421
"WORLD'S FAIR STATION (from April 30, 1939)",Manhattan,128,34TH STREET-PENN STATION,0.5878
Wall & William Streets,Bronx,217,SIMPSON STREET,0.6294
Wall St./Broadway,Manhattan,126,50TH STREET-BWAY,0.9421
Wall St./William St.,Manhattan,230,WALL STREET-WILLIAM,0.9444
Wall Street,Bronx,F21,CARROLL STREET,0.8000
Wall Street & Broadway,Manhattan,126,50TH STREET-BWAY,0.9421
Warren St./6 Av. El (Closed 6/11/40),Manhattan,-1,CLOSED,1.0000
Washington Ave.,Brooklyn,249,KINGSTON AVENUE,0.9125
Washington Avenue,Manhattan,B08,LEXINGTON AVENUE-63ST,0.8222
Washington Avenue,Queens,249,KINGSTON AVENUE,0.8125
Washington Avenue (from 4/8/23),Brooklyn,249,KINGSTON AVENUE,0.9125
West 8th Street (Culver),Brooklyn,M14,HEWES STREET,0.9000
Westchester Avenue,Bronx,502,BAYCHESTER AVENUE,0.9000
Westchester Sq. (from 10/24/80),Bronx,604,WESTCHESTER SQUARE STATION,0.9182
Westchester Square,Bronx,604,WESTCHESTER SQUARE STATION,0.9182
Whitehall St.,Manhattan,R27,WHITEHALL STREET-SOUTH FERRY,0.8273
Whitehall Street,Manhattan,R27,WHITEHALL STREET-SOUTH FERRY,0.8273
Whitlock Ave.,Bronx,612,WHITLOCK AVENUE,1.1000
Whitlock Ave. (from 6/30/20),Bronx,612,WHITLOCK AVENUE,1.1000
Whitlock Avenue,Bronx,612,WHITLOCK AVENUE,1.1000
Willets Point Blvd.,Queens,702,WILLETS POINT,0.8222
Willets Point Blvd. (from 6/7/27),Queens,702,WILLETS POINT,0.8222
Willets Pt. Blvd. (from 1/21/28),Queens,J15,WOODHAVEN BOULEVARD,0.7154
Willets Pt/Shea Stadium,Queens,702,WILLETS POINT,0.6556
Williambridge-210th Street,Bronx,213,EAST 180TH STREET,0.6641
Williamsbridge-210 St.,Bronx,213,EAST 180TH STREET,0.7000
Williamsbridge-210th Street,Bronx,213,EAST 180TH STREET,0.7000
Willis Avenue (to 4/15/24),Manhattan,L20,WILSON AVENUE,0.8462
Wilson Ave.,Brooklyn,L20,WILSON AVENUE,1.1000
Wilson Avenue,Brooklyn,L20,WILSON AVENUE,1.1000
Winthrop St.,Brooklyn,243,WINTHROP STREET,1.1000
Winthrop Street,Brooklyn,243,WINTHROP STREET,1.1000
Winthrop Street (from 8/25/80),Brooklyn,243,WINTHROP STREET,1.1000
Woodhaven Blvd.,Queens,J15,WOODHAVEN BOULEVARD,1.1000
Woodhaven Boulevard,Brooklyn,J15,WOODHAVEN BOULEVARD,1.0000
"Woodhaven Boulevard (from December 31, 1936)",Manhattan,J15,WOODHAVEN BOULEVARD,1.0000
Woodlawn,Bronx,401,WOODLAWN-JEROME AVENUE,0.6333
Woodside,Queens,712,61ST STREET-WOODSIDE,0.7154
Woodside (from 4/8/23),Queens,712,61ST STREET-WOODSIDE,0.7154
World's Fair (Open 5/11-10/27/40),Queens,H03,HOWARD BEACH-JFK AIRPORT,0.5571
Worth St./Lex Av. line (Closed 9/1/62),Manhattan,-1,CLOSED,1.0000
Worth St./Lex. line (Closed 9/1/62),Manhattan,-1,CLOSED,1.0000
Worth Street,Brooklyn,R28,COURT STREET,0.9333
Wyckoff Avenue,Brooklyn,L17,MYRTLE-WYCKOFF AVENUES,0.8778
York St.,Brooklyn,F18,YORK STREET,1.1000
"York Street (from April 9, 1936)",Brooklyn,F18,YORK STREET,1.1000
Zerega Ave.,Bronx,606,ZEREGA AVENUE,1.1000
Zerega Ave. (from 10/24/80),Bronx,606,ZEREGA AVENUE,1.1000
Zerega Avenue,Bronx,606,ZEREGA AVENUE,1.1000
exington Avenue (from 8/1/18),Manhattan,B08,LEXINGTON AVENUE-63ST,0.9824
